ENSG	ω_lower	ω	ω_upper	ω0_lower	ω0	ω0_upper	ωA_phy	category	TR_ID_Homo_sapiens	TR_ID_Chlorocebus_sabaeus	TR_ID_Bos_taurus	TR_ID_Equus_caballus	TR_ID_Ovis_aries	TR_ID_Capra_hircus	TR_ID_Canis_familiaris
ENSG00000163347_CLDN1	0.107471	0.120959	0.135783	0.118566	0.136506	0.156036	-0.015546999999999991	unclassified	ENST00000295522	ENSCSAT00000007085	ENSBTAT00000017476	ENSECAT00000022384	ENSOART00000022294	XM_005675123.3	ENSCAFT00000047131
ENSG00000163348_PYGO2	0.0524811	0.0590438	0.0664782	0.0972657	0.111103	0.126303	-0.05205919999999999	unclassified	ENST00000368457	ENSCSAT00000016558	ENSBTAT00000005670	ENSECAT00000015768	Null	XM_005677421.3	ENSCAFT00000027172
ENSG00000163349_HIPK1	0.0521001	0.0564032	0.0611902	0.0694865	0.0761917	0.0829061	-0.0197885	unclassified	ENST00000426820	ENSCSAT00000016887	ENSBTAT00000015051	ENSECAT00000016269	ENSOART00000021704	XM_018045937.1	ENSCAFT00000014801
ENSG00000163352_LENEP	0.206958	0.254365	0.309953	0.284674	0.336428	0.394187	-0.082063	unclassified	ENST00000368427	ENSCSAT00000018479	ENSBTAT00000064328	Null	ENSOART00000007210	XM_005677413.3	ENSCAFT00000027124
ENSG00000163354_DCST2	0.246528	0.259137	0.273222	0.245622	0.258232	0.27022	0.0009049999999999891	nearly-neutral	ENST00000368424	Null	ENSBTAT00000014066	ENSECAT00000021805	ENSOART00000003644	XM_018046213.1	ENSCAFT00000027117
ENSG00000163357_DCST1	0.262614	0.276062	0.290497	0.257328	0.269704	0.283422	0.006357999999999975	nearly-neutral	ENST00000295542	ENSCSAT00000016545	ENSBTAT00000014083	ENSECAT00000020700	ENSOART00000003749	XM_005677410.3	ENSCAFT00000027105
ENSG00000163359_COL6A3	0.185429	0.189761	0.194513	0.228925	0.234625	0.240501	-0.04486399999999999	unclassified	ENST00000295550	ENSCSAT00000004181	ENSBTAT00000018479	ENSECAT00000022862	ENSOART00000020780	XM_018040741.1	ENSCAFT00000019420
ENSG00000163362_INAVA	0.201249	0.213086	0.224858	0.270314	0.28558	0.300717	-0.072494	unclassified	ENST00000367342	ENSCSAT00000011905	ENSBTAT00000065142	ENSECAT00000024157	ENSOART00000018240	XM_018060836.1	ENSCAFT00000045675
ENSG00000163376_KBTBD8	0.0584489	0.0644575	0.0708283	0.0789774	0.0879673	0.0973255	-0.023509799999999997	unclassified	ENST00000417314	ENSCSAT00000009800	ENSBTAT00000014711	ENSECAT00000007104	ENSOART00000011385	XM_005695755.3	ENSCAFT00000010745
ENSG00000163377_FAM19A4	0.0731911	0.0878665	0.101897	0.12182	0.144825	0.171368	-0.05695850000000001	unclassified	ENST00000295569	ENSCSAT00000009779	ENSBTAT00000004045	ENSECAT00000022196	ENSOART00000011323	XM_013973472.2	ENSCAFT00000043027
ENSG00000163378_EOGT	0.136913	0.146428	0.155867	0.171167	0.183489	0.196162	-0.03706100000000001	unclassified	ENST00000383701	ENSCSAT00000009766	ENSBTAT00000030754	ENSECAT00000013261	ENSOART00000011247	XM_018038402.1	ENSCAFT00000010590
ENSG00000163380_LMOD3	0.185338	0.197187	0.208869	0.218731	0.232318	0.245971	-0.035130999999999996	unclassified	ENST00000420581	ENSCSAT00000009716	ENSBTAT00000028662	ENSECAT00000008838	ENSOART00000010917	XM_005695749.3	ENSCAFT00000043644
ENSG00000163382_NAXE	0.16745	0.183015	0.199695	0.176962	0.196467	0.215491	-0.013451999999999992	nearly-neutral	ENST00000368235	ENSCSAT00000000176	ENSBTAT00000000518	ENSECAT00000014727	ENSOART00000006673	XM_018046291.1	ENSCAFT00000026588
ENSG00000163389_POGLUT1	0.12279	0.135966	0.149208	0.155446	0.172307	0.190188	-0.036340999999999984	unclassified	ENST00000295588	ENSCSAT00000005071	ENSBTAT00000011287	ENSECAT00000011375	ENSOART00000021484	XM_005674955.3	ENSCAFT00000017453
ENSG00000163393_SLC22A15	0.0949529	0.103105	0.111252	0.130665	0.141822	0.154031	-0.038717	unclassified	ENST00000369503	ENSCSAT00000016843	ENSBTAT00000000874	ENSECAT00000021505	ENSOART00000021962	XM_013962511.2	ENSCAFT00000015530
ENSG00000163394_CCKAR	0.113309	0.123551	0.134217	0.137351	0.149921	0.162606	-0.026370000000000005	unclassified	ENST00000295589	ENSCSAT00000014774	ENSBTAT00000006565	ENSECAT00000018344	ENSOART00000009075	XM_018049938.1	ENSCAFT00000045520
ENSG00000163399_ATP1A1	0.0292274	0.0320622	0.0352475	0.0293015	0.0334094	0.03798	-0.0013471999999999998	unclassified	ENST00000295598	ENSCSAT00000016838	ENSBTAT00000001646	ENSECAT00000026804	ENSOART00000022009	XM_018045956.1	ENSCAFT00000049162
ENSG00000163406_SLC15A2	0.281798	0.297008	0.315241	0.299501	0.314723	0.33099	-0.01771499999999998	unclassified	ENST00000489711	ENSCSAT00000005368	Null	ENSECAT00000018954	Null	Null	ENSCAFT00000018583
ENSG00000163412_EIF4E3	0.0541942	0.065187	0.0775172	0.0998835	0.121814	0.144458	-0.05662700000000001	unclassified	ENST00000425534	ENSCSAT00000009615	ENSBTAT00000025111	ENSECAT00000004932	ENSOART00000010473	XM_018038250.1	ENSCAFT00000010403
ENSG00000163428_LRRC58	0.097067	0.108135	0.119312	0.115669	0.12883	0.143727	-0.020695000000000005	unclassified	ENST00000295628	ENSCSAT00000005175	ENSBTAT00000047119	ENSECAT00000000004	ENSOART00000021643	XM_005675231.3	ENSCAFT00000017741
ENSG00000163430_FSTL1	0.0778267	0.0880929	0.0986846	0.107639	0.122477	0.139738	-0.0343841	unclassified	ENST00000295633	ENSCSAT00000005182	ENSBTAT00000029891	ENSECAT00000019225	ENSOART00000021667	XM_018043466.1	ENSCAFT00000017766
ENSG00000163431_LMOD1	0.18881	0.202136	0.21516	0.210924	0.226076	0.240289	-0.02393999999999999	unclassified	ENST00000367288	ENSCSAT00000012142	ENSBTAT00000028746	ENSECAT00000022970	ENSOART00000000123	XM_018060874.1	ENSCAFT00000016912
ENSG00000163435_ELF3	0.125786	0.136867	0.147723	0.173837	0.190252	0.204938	-0.053385000000000016	unclassified	ENST00000359651	ENSCSAT00000012164	ENSBTAT00000011536	ENSECAT00000015395	ENSOART00000000579	XM_018060877.1	ENSCAFT00000016859
ENSG00000163440_PDCL2	0.132421	0.149385	0.168471	0.183718	0.208654	0.233348	-0.059269000000000016	unclassified	ENST00000295645	ENSCSAT00000003056	ENSBTAT00000055488	ENSECAT00000027167	ENSOART00000002026	XM_013964523.1	ENSCAFT00000003403
ENSG00000163444_TMEM183A	0.0939483	0.106975	0.120848	0.117448	0.133828	0.151454	-0.026853000000000002	unclassified	ENST00000367242	ENSCSAT00000012336	ENSBTAT00000003726	ENSECAT00000008973	ENSOART00000000712	XM_005690361.2	ENSCAFT00000016418
ENSG00000163453_IGFBP7	0.159546	0.179961	0.20127	0.166413	0.18716	0.209402	-0.007198999999999983	nearly-neutral	ENST00000295666	ENSCSAT00000003168	ENSBTAT00000025803	ENSECAT00000013593	ENSOART00000006270	XM_018049499.1	ENSCAFT00000003651
ENSG00000163462_TRIM46	0.0308794	0.0340839	0.0377246	0.0497834	0.0570658	0.0644845	-0.0229819	unclassified	ENST00000334634	ENSCSAT00000016527	ENSBTAT00000014043	ENSECAT00000009678	ENSOART00000004091	XM_018046230.1	ENSCAFT00000027000
ENSG00000163463_KRTCAP2	0.0213573	0.0288962	0.0369945	0.0487908	0.0628785	0.0787028	-0.03398230000000001	unclassified	ENST00000295682	ENSCSAT00000016528	ENSBTAT00000014035	ENSECAT00000020676	ENSOART00000004069	XM_018046232.1	ENSCAFT00000044412
ENSG00000163466_ARPC2	0.0394873	0.0473269	0.0565646	0.0878561	0.104051	0.122513	-0.056724100000000006	unclassified	ENST00000315717	ENSCSAT00000007002	Null	ENSECAT00000012093	Null	XM_018059587.1	ENSCAFT00000023209
ENSG00000163468_CCT3	0.0471573	0.0521434	0.0580701	0.0691421	0.0780227	0.0880306	-0.0258793	unclassified	ENST00000295688	ENSCSAT00000000145	ENSBTAT00000008358	ENSECAT00000022226	ENSOART00000006364	XM_005677346.1	ENSCAFT00000038656
ENSG00000163472_TMEM79	0.197313	0.210836	0.226179	0.236876	0.254693	0.273148	-0.04385700000000001	unclassified	ENST00000295694	ENSCSAT00000000143	ENSBTAT00000012416	ENSECAT00000001162	ENSOART00000006318	XM_005677351.2	ENSCAFT00000026648
ENSG00000163479_SSR2	0.0471285	0.0584497	0.0807538	0.0533687	0.0679012	0.08326	-0.009451499999999995	unclassified	ENST00000295702	ENSCSAT00000000108	ENSBTAT00000047947	ENSECAT00000014294	ENSOART00000005664	XM_005677363.3	ENSCAFT00000026734
ENSG00000163481_RNF25	0.247672	0.26529	0.284972	0.313132	0.333608	0.355147	-0.06831799999999999	unclassified	ENST00000295704	ENSCSAT00000006831	ENSBTAT00000004972	ENSECAT00000009331	ENSOART00000021415	XM_013972710.2	ENSCAFT00000023635
ENSG00000163482_STK36	0.236264	0.24556	0.255761	0.294856	0.306695	0.318701	-0.061134999999999995	unclassified	ENST00000295709	ENSCSAT00000006726	ENSBTAT00000038254	ENSECAT00000010889	ENSOART00000021418	XM_018059365.1	ENSCAFT00000046131
ENSG00000163485_ADORA1	0.0623123	0.0696899	0.0784038	0.0674011	0.0777188	0.089656	-0.008028900000000005	nearly-neutral	ENST00000309502	ENSCSAT00000012393	ENSBTAT00000015230	ENSECAT00000018906	ENSOART00000001309	XM_005690366.3	ENSCAFT00000016346
ENSG00000163491_NEK10	0.109249	0.115566	0.122114	0.146875	0.155691	0.164846	-0.040124999999999994	unclassified	ENST00000429845	ENSCSAT00000007772	ENSBTAT00000000271	ENSECAT00000022291	ENSOART00000015162	XM_018038472.1	ENSCAFT00000009126
ENSG00000163492_CCDC141	0.393819	0.407413	0.422568	0.436623	0.449037	0.461715	-0.041623999999999994	unclassified	ENST00000443758	ENSCSAT00000011050	ENSBTAT00000040194	ENSECAT00000008056	ENSOART00000018484	XM_005675907.3	ENSCAFT00000022353
ENSG00000163499_CRYBA2	0.12359	0.140552	0.157181	0.191359	0.217224	0.244895	-0.07667199999999999	unclassified	ENST00000392096	ENSCSAT00000006626	ENSBTAT00000019735	ENSECAT00000016098	ENSOART00000021528	XM_018059297.1	ENSCAFT00000023793
ENSG00000163507_CIP2A	0.162227	0.172126	0.182307	0.218265	0.23172	0.246016	-0.05959400000000001	unclassified	ENST00000619684	ENSCSAT00000004392	ENSBTAT00000022784	ENSECAT00000015917	ENSOART00000020657	XM_005674898.3	ENSCAFT00000016293
ENSG00000163508_EOMES	0.08201	0.0892231	0.0973283	0.121371	0.131157	0.141772	-0.041933899999999996	unclassified	ENST00000449599	ENSCSAT00000007762	ENSBTAT00000061448	ENSECAT00000022522	ENSOART00000015750	XM_005695502.3	ENSCAFT00000043134
ENSG00000163512_AZI2	0.221887	0.241266	0.262391	0.282951	0.305256	0.328162	-0.06399000000000002	unclassified	ENST00000479665	ENSCSAT00000007751	ENSBTAT00000005379	ENSECAT00000021763	ENSOART00000015882	XM_018067029.1	ENSCAFT00000008847
ENSG00000163513_TGFBR2	0.0562014	0.0611764	0.0664077	0.0729274	0.0805568	0.0885091	-0.0193804	unclassified	ENST00000359013	ENSCSAT00000007730	ENSBTAT00000063984	ENSECAT00000016147	ENSOART00000016026	XM_018067217.1	ENSCAFT00000008766
ENSG00000163516_ANKZF1	0.411622	0.432213	0.453578	0.424119	0.442073	0.458857	-0.00985999999999998	nearly-neutral	ENST00000323348	ENSCSAT00000006219	ENSBTAT00000038173	ENSECAT00000017423	ENSOART00000021724	XM_013972832.2	ENSCAFT00000024039
ENSG00000163517_HDAC11	0.0803365	0.0884706	0.09735	0.091978	0.105526	0.119175	-0.0170554	unclassified	ENST00000295757	ENSCSAT00000007538	ENSBTAT00000009482	ENSECAT00000003577	ENSOART00000001755	XM_018038404.1	ENSCAFT00000007075
ENSG00000163519_TRAT1	0.463927	0.506818	0.553325	0.461488	0.491456	0.523081	0.015361999999999987	nearly-neutral	ENST00000295756	ENSCSAT00000004437	ENSBTAT00000034536	ENSECAT00000022611	ENSOART00000020734	XM_005674899.3	ENSCAFT00000048025
ENSG00000163520_FBLN2	0.186484	0.195818	0.205451	0.213285	0.225384	0.236895	-0.02956600000000001	unclassified	ENST00000404922	ENSCSAT00000007522	ENSBTAT00000005240	ENSECAT00000009534	ENSOART00000001669	Null	ENSCAFT00000043118
ENSG00000163521_GLB1L	0.306427	0.323897	0.342461	0.253483	0.267638	0.281264	0.056259	adaptive	ENST00000295759	ENSCSAT00000006165	ENSBTAT00000027467	ENSECAT00000005591	ENSOART00000021748	XM_005676574.3	ENSCAFT00000024125
ENSG00000163527_STT3B	0.0217366	0.0254613	0.0296083	0.033396	0.0389285	0.0452062	-0.013467199999999999	unclassified	ENST00000295770	ENSCSAT00000007713	ENSBTAT00000009782	ENSECAT00000007362	ENSOART00000016170	XM_018038213.1	ENSCAFT00000008731
ENSG00000163531_NFASC	0.0888926	0.125916	0.199886	0.0715802	0.077574	0.084105	0.048341999999999996	adaptive	ENST00000401399	ENSCSAT00000012668	ENSBTAT00000063387	ENSECAT00000014170	ENSOART00000003234	XM_018060022.1	ENSCAFT00000015800
ENSG00000163534_FCRL1	0.598427	0.635468	0.676324	0.509946	0.531511	0.552539	0.10395700000000008	adaptive	ENST00000368176	ENSCSAT00000000381	ENSBTAT00000001276	ENSECAT00000002770	ENSOART00000007567	XM_005677295.3	ENSCAFT00000026072
ENSG00000163536_SERPINI1	0.140385	0.152913	0.165488	0.197733	0.214107	0.231642	-0.061194	unclassified	ENST00000446050	ENSCSAT00000010600	ENSBTAT00000016890	ENSECAT00000010346	ENSOART00000001332	XM_013964784.2	ENSCAFT00000023167
ENSG00000163539_CLASP2	0.0684894	0.0730516	0.0776752	0.0867481	0.0929979	0.0996106	-0.0199463	unclassified	ENST00000359576	ENSCSAT00000007444	ENSBTAT00000015071	ENSECAT00000017796	ENSOART00000017468	XM_018067133.1	ENSCAFT00000048697
ENSG00000163541_SUCLG1	0.102754	0.112855	0.123212	0.121229	0.135033	0.148617	-0.02217799999999999	unclassified	ENST00000393868	ENSCSAT00000013987	ENSBTAT00000007982	ENSECAT00000013705	ENSOART00000022212	XM_018055390.1	ENSCAFT00000012800
ENSG00000163545_NUAK2	0.17653	0.187131	0.199157	0.208172	0.221531	0.235017	-0.034400000000000014	unclassified	ENST00000367157	ENSCSAT00000012714	Null	ENSECAT00000015402	ENSOART00000004154	XM_018060048.1	ENSCAFT00000015965
ENSG00000163554_SPTA1	0.255437	0.262667	0.269886	0.294843	0.303006	0.310946	-0.040339000000000014	unclassified	ENST00000368147	ENSCSAT00000000426	ENSBTAT00000061417	ENSECAT00000024105	ENSOART00000008172	XM_018046348.1	ENSCAFT00000018512
ENSG00000163558_PRKCI	0.026693	0.0310499	0.0355311	0.0355669	0.0421758	0.0498338	-0.011125900000000001	unclassified	ENST00000295797	ENSCSAT00000010781	ENSBTAT00000061563	ENSECAT00000015325	ENSOART00000000347	XM_005675332.3	ENSCAFT00000023541
ENSG00000163576_EFHB	0.386617	0.404341	0.422569	0.421265	0.435713	0.449852	-0.03137200000000001	unclassified	ENST00000295824	ENSCSAT00000007922	ENSBTAT00000061194	ENSECAT00000020852	ENSOART00000017083	XM_018053227.1	ENSCAFT00000043891
ENSG00000163577_EIF5A2	0.00618452	0.0104689	0.0158298	0.0212433	0.0305267	0.0427674	-0.0200578	unclassified	ENST00000295822	ENSCSAT00000010812	ENSBTAT00000013947	ENSECAT00000024290	ENSOART00000022626	XM_018047833.1	ENSCAFT00000046382
ENSG00000163581_SLC2A2	0.245447	0.261137	0.276698	0.219055	0.233005	0.246069	0.028132000000000018	unclassified	ENST00000314251	ENSCSAT00000010818	ENSBTAT00000055725	ENSECAT00000000614	ENSOART00000022624	XM_005675321.3	ENSCAFT00000023798
ENSG00000163584_RPL22L1	0.0528296	0.0663848	0.0821458	0.102596	0.126432	0.15615	-0.060047199999999995	unclassified	ENST00000466674	ENSCSAT00000010807	Null	ENSECAT00000020064	Null	Null	ENSCAFT00000023727
ENSG00000163586_FABP1	0.224572	0.253321	0.28388	0.184818	0.207317	0.229733	0.04600400000000002	unclassified	ENST00000295834	ENSCSAT00000014472	ENSBTAT00000064784	ENSECAT00000016740	ENSOART00000022608	NM_001287558.1	ENSCAFT00000011880
ENSG00000163590_PPM1L	0.00818604	0.0110057	0.0144904	0.0175315	0.0235264	0.0303992	-0.0125207	unclassified	ENST00000498165	ENSCSAT00000010416	ENSBTAT00000053250	ENSECAT00000021987	Null	XM_005675377.3	ENSCAFT00000022754
ENSG00000163596_ICA1L	0.278289	0.298762	0.321139	0.335377	0.355925	0.378767	-0.057162999999999964	unclassified	ENST00000392237	ENSCSAT00000008549	ENSBTAT00000011435	ENSECAT00000009557	ENSOART00000019277	XM_018060761.1	ENSCAFT00000019857
ENSG00000163599_CTLA4	0.243643	0.267552	0.291605	0.275138	0.300273	0.326401	-0.032721	unclassified	ENST00000302823	ENSCSAT00000008372	ENSBTAT00000017527	ENSECAT00000004076	ENSOART00000019938	XM_005676404.3	ENSCAFT00000020440
ENSG00000163600_ICOS	0.367202	0.39954	0.431561	0.433428	0.463337	0.492535	-0.06379699999999999	unclassified	ENST00000316386	ENSCSAT00000008363	ENSBTAT00000028775	ENSECAT00000006380	ENSOART00000019944	XM_005676405.3	ENSCAFT00000020447
ENSG00000163602_RYBP	0.0177085	0.0232966	0.0295044	0.0377101	0.0487871	0.0611	-0.0254905	unclassified	ENST00000477973	ENSCSAT00000009608	ENSBTAT00000030766	ENSECAT00000000213	ENSOART00000010437	XM_018038287.1	ENSCAFT00000010397
ENSG00000163605_PPP4R2	0.218778	0.23896	0.26173	0.255017	0.274871	0.295459	-0.03591099999999997	unclassified	ENST00000356692	ENSCSAT00000009579	ENSBTAT00000002784	ENSECAT00000000762	ENSOART00000010286	XM_018038265.1	ENSCAFT00000010367
ENSG00000163607_GTPBP8	0.279504	0.303636	0.329729	0.262799	0.283328	0.305302	0.020307999999999993	nearly-neutral	ENST00000619116	ENSCSAT00000004710	ENSBTAT00000032325	ENSECAT00000013132	ENSOART00000021088	XM_005674926.3	ENSCAFT00000038797
ENSG00000163608_NEPRO	0.457962	0.485563	0.517274	0.472709	0.494253	0.516743	-0.008689999999999976	nearly-neutral	ENST00000314400	ENSCSAT00000004714	ENSBTAT00000007523	ENSECAT00000009669	ENSOART00000021102	XM_005674925.3	ENSCAFT00000016801
ENSG00000163611_SPICE1	0.319305	0.334173	0.3504	0.374032	0.38816	0.402784	-0.05398700000000001	unclassified	ENST00000295872	ENSCSAT00000004734	ENSBTAT00000057527	ENSECAT00000015406	ENSOART00000021141	XM_013962587.2	ENSCAFT00000044261
ENSG00000163617_CCDC191	0.463211	0.482937	0.503018	0.487543	0.503727	0.518532	-0.02079000000000003	unclassified	ENST00000295878	ENSCSAT00000004952	ENSBTAT00000006550	ENSECAT00000010622	ENSOART00000021299	XM_005674941.3	ENSCAFT00000017106
ENSG00000163618_CADPS	0.0152914	0.0176664	0.0203361	0.025182	0.0289457	0.0329934	-0.011279300000000003	unclassified	ENST00000383710	ENSCSAT00000010113	ENSBTAT00000006998	ENSECAT00000016138	ENSOART00000012694	XM_018038330.1	ENSCAFT00000011398
ENSG00000163623_NKX6-1	0.0412823	0.0476741	0.0546397	0.0522503	0.061284	0.0718864	-0.013609900000000001	unclassified	ENST00000295886	ENSCSAT00000002405	ENSBTAT00000003266	ENSECAT00000023144	ENSOART00000003429	XM_018049951.1	ENSCAFT00000014553
ENSG00000163624_CDS1	0.0637254	0.0719849	0.0800793	0.0841087	0.0944497	0.105652	-0.022464799999999993	unclassified	ENST00000295887	ENSCSAT00000002398	ENSBTAT00000065725	ENSECAT00000012918	ENSOART00000003486	XM_018049682.1	ENSCAFT00000009719
ENSG00000163625_WDFY3	0.0398004	0.0415451	0.0433944	0.0581967	0.0613813	0.0650278	-0.0198362	unclassified	ENST00000295888	ENSCSAT00000002387	ENSBTAT00000061443	ENSECAT00000018302	ENSOART00000003780	XM_018049684.1	ENSCAFT00000045131
ENSG00000163626_COX18	0.259259	0.279027	0.300501	0.294496	0.316658	0.33827	-0.03763099999999997	unclassified	ENST00000507544	ENSCSAT00000002853	ENSBTAT00000007094	ENSECAT00000018161	ENSOART00000014599	XM_018049561.1	ENSCAFT00000004743
ENSG00000163629_PTPN13	0.232962	0.239947	0.248011	0.284023	0.292108	0.300415	-0.052160999999999985	unclassified	ENST00000511467	ENSCSAT00000002370	ENSBTAT00000055276	ENSECAT00000017016	ENSOART00000004473	XM_018049692.1	ENSCAFT00000014995
ENSG00000163630_SYNPR	0.0687276	0.0779811	0.0871914	0.091245	0.10486	0.119161	-0.026878899999999997	unclassified	ENST00000478300	ENSCSAT00000010101	ENSBTAT00000030740	ENSECAT00000011573	ENSOART00000012647	XM_018038467.1	ENSCAFT00000044457
ENSG00000163631_ALB	0.388683	0.407902	0.427532	0.263831	0.275613	0.287638	0.132289	adaptive	ENST00000295897	ENSCSAT00000002841	ENSBTAT00000022763	ENSECAT00000011699	ENSOART00000015001	XM_005681744.2	ENSCAFT00000004843
ENSG00000163633_C4orf36	0.397071	0.442573	0.491019	0.405799	0.440852	0.481212	0.0017209999999999726	nearly-neutral	ENST00000295898	ENSCSAT00000002365	Null	ENSECAT00000012525	ENSOART00000004818	XM_018049700.1	ENSCAFT00000047465
ENSG00000163634_THOC7	0.0393615	0.04859	0.0588797	0.0452483	0.0590892	0.0736087	-0.0104992	unclassified	ENST00000295899	ENSCSAT00000010073	Null	ENSECAT00000000589	ENSOART00000012387	XM_018067126.1	ENSCAFT00000035703
ENSG00000163635_ATXN7	0.245522	0.260602	0.277026	0.255099	0.269642	0.283376	-0.009039999999999992	nearly-neutral	ENST00000538065	ENSCSAT00000010062	ENSBTAT00000014996	ENSECAT00000026737	ENSOART00000012362	XM_018067122.1	ENSCAFT00000044091
ENSG00000163636_PSMD6	0.0183898	0.0218305	0.0253897	0.0252897	0.0310063	0.0373679	-0.009175800000000001	unclassified	ENST00000492933	ENSCSAT00000010052	ENSBTAT00000020108	ENSECAT00000022688	ENSOART00000012287	XM_018038329.1	ENSCAFT00000011009
ENSG00000163637_PRICKLE2	0.0389381	0.0419129	0.0451029	0.0622739	0.0683538	0.0746841	-0.026440900000000003	unclassified	ENST00000295902	ENSCSAT00000010050	ENSBTAT00000029105	ENSECAT00000019792	ENSOART00000012259	XM_018038277.1	ENSCAFT00000010961
ENSG00000163638_ADAMTS9	0.144315	0.149469	0.154807	0.192867	0.200223	0.207539	-0.05075400000000002	unclassified	ENST00000498707	ENSCSAT00000010042	ENSBTAT00000004113	ENSECAT00000021895	ENSOART00000011937	XM_005695759.3	ENSCAFT00000010923
ENSG00000163644_PPM1K	0.100509	0.11013	0.120871	0.143939	0.159113	0.174313	-0.048983	unclassified	ENST00000608933	ENSCSAT00000002329	ENSBTAT00000007563	ENSECAT00000005398	ENSOART00000001752	XM_013964547.2	ENSCAFT00000015270
ENSG00000163645_ERICH6	0.53009	0.562643	0.597912	0.409867	0.427868	0.446067	0.13477499999999998	adaptive	ENST00000295910	ENSCSAT00000009665	ENSBTAT00000063704	ENSECAT00000027139	ENSOART00000004808	XM_005675576.3	ENSCAFT00000013398
ENSG00000163646_CLRN1	0.101142	0.113461	0.12592	0.159389	0.179088	0.200632	-0.06562699999999999	unclassified	ENST00000328863	ENSCSAT00000009745	ENSBTAT00000014972	ENSECAT00000000631	ENSOART00000004655	XM_005675447.2	ENSCAFT00000013411
ENSG00000163655_GMPS	0.0458048	0.051031	0.0574088	0.0570878	0.0657358	0.0744714	-0.014704799999999997	unclassified	ENST00000496455	ENSCSAT00000010111	ENSBTAT00000017301	ENSECAT00000024918	ENSOART00000003422	XM_018048573.1	ENSCAFT00000013962
ENSG00000163659_TIPARP	0.107266	0.116735	0.126304	0.144037	0.1566	0.16935	-0.039864999999999984	unclassified	ENST00000486483	ENSCSAT00000010148	ENSBTAT00000016071	ENSECAT00000025824	ENSOART00000003165	XM_005675405.3	ENSCAFT00000014090
ENSG00000163660_CCNL1	0.0380218	0.0442332	0.0505688	0.0524519	0.0607867	0.0701544	-0.0165535	unclassified	ENST00000295926	ENSCSAT00000010164	ENSBTAT00000005025	ENSECAT00000009151	ENSOART00000003056	XM_005675566.3	ENSCAFT00000014104
ENSG00000163661_PTX3	0.237807	0.255473	0.274316	0.278109	0.296158	0.315099	-0.04068499999999997	unclassified	ENST00000295927	ENSCSAT00000010173	ENSBTAT00000011863	ENSECAT00000004554	ENSOART00000002982	XM_018048475.1	ENSCAFT00000014125
ENSG00000163666_HESX1	0.253869	0.283416	0.314931	0.331132	0.365218	0.400193	-0.08180199999999999	unclassified	ENST00000295934	ENSCSAT00000010874	ENSBTAT00000001886	ENSECAT00000007779	ENSOART00000015930	XM_018067186.1	ENSCAFT00000012770
ENSG00000163673_DCLK3	0.209217	0.219454	0.23026	0.28231	0.296662	0.30995	-0.07720799999999997	unclassified	ENST00000636136	ENSCSAT00000012223	ENSBTAT00000057378	ENSECAT00000021523	ENSOART00000000093	XM_018066628.1	ENSCAFT00000043893
ENSG00000163681_SLMAP	0.0800482	0.0880909	0.097387	0.0989268	0.110301	0.122047	-0.022210099999999997	unclassified	ENST00000428312	ENSCSAT00000010329	ENSBTAT00000061439	ENSECAT00000020552	ENSOART00000014292	XM_005695801.3	ENSCAFT00000012325
ENSG00000163682_RPL9	0.048956	0.0591873	0.0705198	0.111625	0.133742	0.160111	-0.0745547	unclassified	ENST00000295955	ENSCSAT00000015029	Null	ENSECAT00000017442	Null	Null	ENSCAFT00000008062
ENSG00000163683_SMIM14	0.0587983	0.0764982	0.094994	0.0966224	0.125307	0.158611	-0.0488088	unclassified	ENST00000295958	ENSCSAT00000015053	ENSBTAT00000019303	ENSECAT00000015295	ENSOART00000013053	XM_018049380.1	ENSCAFT00000035726
ENSG00000163684_RPP14	0.145777	0.170963	0.196666	0.213073	0.244224	0.281143	-0.07326099999999999	unclassified	ENST00000445193	ENSCSAT00000010268	ENSBTAT00000026622	ENSECAT00000006435	Null	XM_018066773.1	ENSCAFT00000011829
ENSG00000163686_ABHD6	0.0843503	0.0923216	0.101082	0.116033	0.130225	0.144886	-0.037903400000000004	unclassified	ENST00000478253	ENSCSAT00000010280	ENSBTAT00000022100	ENSECAT00000007312	ENSOART00000013565	XM_018038385.1	ENSCAFT00000011854
ENSG00000163687_DNASE1L3	0.295211	0.319022	0.34477	0.247351	0.265157	0.283539	0.053864999999999996	adaptive	ENST00000394549	ENSCSAT00000010286	ENSBTAT00000024347	ENSECAT00000016955	ENSOART00000013626	XM_005695793.3	ENSCAFT00000011892
ENSG00000163689_C3orf67	0.29293	0.309127	0.327274	0.333935	0.350739	0.367981	-0.04161200000000004	unclassified	ENST00000482387	Null	ENSBTAT00000063953	ENSECAT00000012445	ENSOART00000012995	XM_018038299.1	ENSCAFT00000011559
ENSG00000163694_RBM47	0.0696084	0.0758083	0.0824244	0.0877301	0.0962845	0.106414	-0.0204762	unclassified	ENST00000381793	ENSCSAT00000015153	ENSBTAT00000003040	ENSECAT00000004810	ENSOART00000013818	XM_018049386.1	ENSCAFT00000025193
ENSG00000163697_APBB2	0.0900629	0.0966758	0.103504	0.108942	0.11875	0.127956	-0.02207419999999999	unclassified	ENST00000508593	ENSCSAT00000015170	ENSBTAT00000039647	ENSECAT00000022036	ENSOART00000014198	XM_018049391.1	ENSCAFT00000036067
